Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_tank,H2_from_tank,H2_stored_tank,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,84,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,243479.1114447854,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,268822.25648870075,16174.249724707211,811507.1867752661,1.0
 ,85,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,246527.6198959001,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,268822.25648870075,16174.249724707211,811507.1867752661,1.0
 ,86,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,249576.1283470148,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,268822.25648870075,16174.249724707211,811507.1867752661,1.0
 ,87,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,7764.118089992825,4715.609638878134,252624.63679812948,0.0,882073.0291035501,0.0,0.0,0.0,0.0,51486.86532591478,0.0,320309.12181461556,16174.249724707211,830586.1637776352,1.0
 ,88,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,255673.14524924417,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,320309.12181461556,16174.249724707211,811507.1867752661,1.0
 ,89,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146706,0.0,258721.65370035885,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828417,0.0,0.0,320309.12181461556,16174.249724707211,811507.186775266,1.0
 ,90,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146997,0.0,261770.16215147355,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,320309.12181461556,16174.249724707211,811507.1867752661,1.0
 ,91,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,23210.1776877673,20161.66923665261,264818.6706025883,0.0,882073.0291035501,0.0,0.0,0.0,0.0,0.0,0.0,320309.12181461556,16174.249724707208,882073.0291035501,1.0
 ,92,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,267867.179053703,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,320309.12181461556,16174.249724707211,811507.1867752661,1.0
 ,93,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,270915.6875048177,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,320309.12181461556,16174.249724707211,811507.1867752661,1.0
 ,94,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,23210.17768776726,20161.669236652568,273964.1959559323,0.0,882073.0291035501,0.0,0.0,0.0,0.0,0.0,0.0,320309.12181461556,16174.249724707211,882073.02910355,1.0
 ,95,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,277012.704407047,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,320309.12181461556,16174.249724707211,811507.1867752661,1.0
 ,96,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,280061.2128581617,0.0,882073.0291035501,0.0,0.0,0.0,0.0,67205.56412217532,0.0,387514.6859367909,16174.249724707211,814867.4649813748,1.0
 ,97,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,283109.7213092764,0.0,877523.3892692266,0.0,0.0,0.0,0.0,62872.573803771906,0.0,450387.2597405628,16174.249724707211,814650.8154654546,1.0
 ,98,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,286158.2297603911,0.0,868052.7104304305,0.0,0.0,0.0,0.0,53852.87967158514,0.0,504240.139412148,16174.249724707211,814199.8307588453,1.0
 ,99,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,289206.7382115058,0.0,831469.8921707675,0.0,0.0,0.0,0.0,19012.10037666805,0.0,523252.239788816,16174.249724707211,812457.7917940995,1.0
 ,100,72920.78485329179,162605.50997553722,14453.823108936644,13125.74127359252,0.0,61529.924974743284,0.0,115630.58487149315,1328.0818353441223,0.0,290534.82004684996,0.0,724878.3303380437,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,14453.823108936642,724878.3303380436,1.0
 ,101,72920.78485329179,134850.43082639002,11986.70496234578,13125.74127359252,0.0,51027.403024705985,0.0,95893.63969876624,0.0,1139.0363112467458,289395.7837356032,0.0,604637.8490023493,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,11986.704962345782,604637.8490023493,1.0
 ,102,72920.78485329179,99918.60620255338,8881.653884671412,13125.74127359252,0.0,37809.200587046194,0.0,71053.2310773713,0.0,4244.087388921109,285151.6963466821,0.0,454871.1336398202,0.0,0.0,0.0,0.0,0.0,4510.91483038654,518741.3249584295,8881.653884671414,459382.04847020673,1.0
 ,103,72920.78485329179,50644.654858469636,4501.7470985306345,13125.74127359252,0.0,19163.93739844491,0.0,36013.976788245076,0.0,8623.994175061991,276527.7021716201,0.0,253944.18258928525,0.0,0.0,0.0,0.0,0.0,0.0,518741.3249584295,4501.7470985306345,253944.18258928525,1.0
 ,104,72920.78485329179,29598.784455049758,2631.0030626710895,13125.74127359252,0.0,11200.180037790828,0.0,21048.024501368716,0.0,10494.73821092143,266032.9639606987,0.0,166293.9784341535,0.0,0.0,0.0,0.0,0.0,0.0,518741.3249584295,2631.0030626710895,166293.97843415354,1.0
 ,105,64842.79897123178,14245.339160202322,1266.252369795762,11671.703814821722,0.0,5390.436338220558,0.0,10130.018958366096,0.0,10405.451445025958,255627.51251567272,0.0,97585.13195661381,0.0,0.0,0.0,0.0,0.0,0.0,518741.3249584295,1266.2523697957622,97585.13195661381,1.0
 ,106,72920.78485329179,13167.845379498423,1170.4751448443044,13125.74127359252,0.0,4982.712691602203,0.0,9363.801158754435,0.0,11955.266128748217,243672.2463869245,0.0,97863.68133422546,0.0,0.0,0.0,0.0,0.0,0.0,518741.3249584295,1170.4751448443049,97863.68133422546,1.0
 ,107,72920.78485329179,5141.877852770511,457.0558091351565,13125.74127359252,0.0,1945.686579488361,0.0,3656.446473081252,0.0,12668.685464457365,231003.56092246712,0.0,64437.75602082777,0.0,0.0,0.0,0.0,0.0,0.0,518741.3249584295,457.0558091351564,64437.75602082777,1.0
 ,108,72920.78485329179,10626.288996034586,944.559021869741,13125.74127359252,0.0,4020.987756099487,0.0,7556.472174957928,0.0,12181.18225172278,218822.37867074434,0.0,87278.80498498285,0.0,0.0,0.0,0.0,0.0,0.0,518741.3249584295,944.559021869741,87278.80498498285,1.0
 ,109,72920.78485329179,24961.55877294029,2218.8052242613594,13125.74127359252,0.0,9445.453839680606,0.0,17750.441794090875,0.0,10906.936049331161,207915.44262141318,0.0,146981.2215864126,0.0,0.0,0.0,0.0,0.0,0.0,518741.3249584295,2218.8052242613585,146981.2215864126,1.0
 ,110,72920.78485329179,41169.5543060825,3659.5159383184446,13125.74127359252,0.0,15578.559349421617,0.0,29276.127506547557,0.0,9466.225335274077,198449.21728613912,0.0,214483.02076096853,0.0,0.0,0.0,0.0,0.0,0.0,518741.3249584295,3659.515938318445,214483.02076096853,1.0
 ,111,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,198449.21728613912,0.0,322374.4796892133,0.0,0.0,0.0,0.0,0.0,353295.5578773878,165445.7670810417,13125.741273592523,675670.0375666012,1.0
 ,112,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,198449.21728613912,0.0,500831.78094574204,0.0,0.0,0.0,0.0,0.0,165445.7670810417,0.0,13125.74127359252,666277.5480267837,1.0
 ,113,72920.78485329179,156610.29343263898,13920.914971790131,13125.74127359252,0.0,59261.33503491058,0.0,111367.31977432105,795.1736981976152,0.0,199244.39098433673,0.0,698044.7402947885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13920.914971790135,698044.7402947884,1.0
 ,114,72920.78485329179,173579.4530592506,15429.284716377833,13125.74127359252,0.0,65682.46503762044,0.0,123434.27773102267,2303.5434427853165,0.0,201547.93442712203,0.0,773995.8705902309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15429.284716377835,773995.8705902309,1.0
 ,115,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,204596.44287823673,0.0,866381.4141647607,0.0,0.0,0.0,54874.227389494656,0.0,0.0,0.0,16174.249724707211,811507.1867752661,1.0
 ,116,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,207644.95132935143,0.0,879566.0847050453,0.0,0.0,0.0,0.0,64817.998028361195,0.0,64817.998028361195,16174.249724707211,814748.0866766841,1.0
 ,117,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,210693.4597804661,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,64817.998028361195,16174.249724707211,811507.1867752661,1.0
 ,118,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,213741.9682315808,0.0,882073.0291035501,0.0,0.0,0.0,0.0,67205.56412217529,0.0,132023.56215053648,16174.249724707211,814867.4649813748,1.0
 ,119,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,216790.4766826955,0.0,882073.0291035501,0.0,0.0,0.0,0.0,67205.56412217529,0.0,199229.1262727118,16174.249724707211,814867.4649813748,1.0
 ,120,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,17951.066756933327,14902.558305818637,219838.98513381017,0.0,882073.0291035501,0.0,0.0,0.0,0.0,17530.36976944658,0.0,216759.49604215837,16174.249724707208,864542.6593341035,1.0
 ,121,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,222887.49358492487,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,216759.49604215837,16174.249724707211,811507.1867752661,1.0
 ,122,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,225936.00203603957,0.0,882073.0291035501,0.0,0.0,0.0,0.0,67205.56412217529,0.0,283965.06016433367,16174.249724707211,814867.4649813748,1.0
 ,123,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,228984.51048715448,0.0,882073.0291035501,0.0,0.0,0.0,70565.84232828405,0.0,0.0,283965.06016433367,16174.249724707211,811507.1867752661,1.0
 ,124,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,232033.01893826918,0.0,882073.0291035501,0.0,0.0,0.0,0.0,67205.56412217529,0.0,351170.62428650894,16174.249724707211,814867.4649813748,1.0
 ,125,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,235081.52738938387,0.0,882073.0291035501,0.0,0.0,0.0,0.0,67205.56412217529,0.0,418376.1884086842,16174.249724707211,814867.4649813748,1.0
 ,126,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,238130.03584049857,0.0,882073.0291035501,0.0,0.0,0.0,0.0,67205.56412217529,0.0,485581.7525308595,16174.249724707211,814867.4649813748,1.0
 ,127,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,241178.54429161327,0.0,867588.4614677445,0.0,0.0,0.0,56081.27469247847,0.0,0.0,485581.7525308595,16174.249724707211,811507.1867752661,1.0
 ,128,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,244227.05274272797,0.0,842054.7685200102,0.0,0.0,0.0,0.0,29092.934994994408,0.0,514674.68752585404,16174.249724707211,812961.8335250157,1.0
 ,129,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,247275.56119384267,0.0,820513.6166513761,0.0,0.0,0.0,0.0,8577.552262961954,0.0,523252.239788816,16174.249724707211,811936.0643884141,1.0
 ,130,72920.78485329179,180653.39368599214,16058.079438754858,13125.74127359252,0.0,68359.24417077942,0.0,128464.63551003886,2932.3381651623363,0.0,250207.899359005,0.0,805657.6498454215,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,16058.07943875486,805657.6498454215,1.0
 ,131,72920.78485329179,170903.38754356248,15191.412226094442,13125.74127359252,0.0,64669.841846484036,0.0,121531.29780875554,2065.6709525019214,0.0,252273.57031150692,0.0,762018.2473529301,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,15191.412226094446,762018.2473529301,1.0
 ,132,72920.78485329179,165177.85202162506,14682.47573525556,13125.74127359252,0.0,62503.29920498292,0.0,117459.80588204449,1556.7344616630405,0.0,253830.30477316995,0.0,736391.7046126586,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,14682.475735255564,736391.7046126586,1.0
 ,133,72920.78485329179,168476.2583549151,14975.667409325788,13125.74127359252,0.0,63751.416161499874,0.0,119805.3392746063,1849.9261357332673,0.0,255680.2309089032,0.0,751154.8216260759,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,14975.66740932579,751154.8216260759,1.0
 ,134,72920.78485329179,165592.74590002635,14719.355191113453,13125.74127359252,0.0,62660.29504856996,0.0,117754.84152890762,1593.6139175209323,0.0,257273.84482642415,0.0,738248.7004634029,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,14719.355191113453,738248.7004634029,1.0
 ,135,72920.78485329179,154743.27097983332,13754.95742042963,13125.74127359252,0.0,58554.85373876893,0.0,110039.65936343704,629.2161468371082,0.0,257903.06097326125,0.0,689688.258966439,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,13754.95742042963,689688.2589664389,1.0
 ,136,72920.78485329179,151527.84342222355,13469.141637530982,13125.74127359252,0.0,57338.13595096939,0.0,107753.13310024785,343.4003639384611,0.0,258246.46133719973,0.0,675296.5411231705,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,13469.141637530984,675296.5411231705,1.0
 ,137,72920.78485329179,151942.7373006248,13506.021093388872,13125.74127359252,0.0,57495.13179455642,0.0,108048.16874711098,380.2798197963512,0.0,258626.74115699608,0.0,677153.5369739148,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,13506.02109338887,677153.5369739147,1.0
 ,138,72920.78485329179,149785.28913293823,13314.247922927843,13125.74127359252,0.0,56678.75340790382,0.0,106513.98338342275,188.5066493353246,0.0,258815.2478063314,0.0,667497.1585500444,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,13314.247922927845,667497.1585500444,1.0
 ,139,72920.78485329179,125531.3907536893,11158.345844772382,13125.74127359252,0.0,47501.07826119603,0.0,89266.76675817906,0.0,1967.3954288201385,256847.85237751127,0.0,565826.6357217932,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,11158.345844772382,565826.6357217932,1.0
 ,140,72920.78485329179,110705.64518348356,9840.501794087428,13125.74127359252,0.0,41891.016137430175,0.0,78724.01435269942,0.0,3285.239479505093,253562.6128980062,0.0,504081.52368454466,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,9840.50179408743,504081.5236845447,1.0
 ,141,65391.0727136878,132416.92224521778,11770.393088463803,11770.393088463805,0.0,50106.563377590406,0.0,94163.14470771042,0.0,0.0,253562.6128980062,0.0,590060.4315740064,0.0,0.0,0.0,0.0,0.0,0.0,523252.239788816,11770.393088463807,590060.4315740064,1.0
 ,142,72920.78485329179,147664.58932791586,13125.74127359252,13125.74127359252,0.0,55876.28060168336,0.0,105005.93018874017,0.0,0.0,253562.6128980062,0.0,557377.3046009064,0.0,0.0,0.0,0.0,0.0,105924.16323350015,417328.07655531587,13125.741273592519,663301.4678344066,1.0
 ,143,72920.78485329179,73986.84374870332,6576.608333218073,13125.74127359252,0.0,27996.621674509337,0.0,52612.86666574459,0.0,6549.132940374448,247013.47995763173,0.0,351157.91537575016,0.0,0.0,0.0,0.0,0.0,0.0,417328.07655531587,6576.608333218074,351157.9153757502,1.0
 ,144,72920.78485329179,70375.15836167576,6255.569632148956,13125.74127359252,0.0,26629.959924058105,0.0,50044.55705719165,0.0,6870.171641443565,240143.30831618817,0.0,336116.2489847212,0.0,0.0,0.0,0.0,0.0,0.0,417328.07655531587,6255.569632148957,336116.2489847212,1.0
 ,145,72920.78485329179,100205.00433601452,8907.111496534624,13125.74127359252,0.0,37917.57364074789,0.0,71256.891972277,0.0,4218.629777057897,235924.67853913025,0.0,460349.271399516,0.0,0.0,0.0,0.0,0.0,0.0,417328.07655531587,8907.111496534626,460349.27139951603,1.0
 ,146,63991.672888501096,129583.1375992147,11518.501119930195,11518.501119930197,0.0,49034.25926754284,0.0,92148.00895944156,0.0,0.0,235924.67853913025,0.0,577432.8597889451,0.0,0.0,0.0,0.0,0.0,0.0,417328.07655531587,11518.501119930197,577432.8597889451,1.0
 ,147,61203.16294272464,123936.40495901738,11016.569329690434,11016.569329690436,0.0,46897.535636492175,0.0,88132.55463752347,0.0,0.0,235924.67853913025,0.0,552270.5660113596,0.0,0.0,0.0,0.0,0.0,0.0,417328.07655531587,11016.569329690434,552270.5660113596,1.0
 ,148,72920.78485329179,117104.12485062497,10409.255542277775,13125.74127359252,0.0,44312.20084347649,0.0,83274.0443382222,0.0,2716.485731314746,233208.1928078155,0.0,530729.4141427255,0.0,0.0,0.0,0.0,0.0,0.0,417328.07655531587,10409.255542277777,530729.4141427255,1.0
 ,149,72920.78485329179,113648.49994328378,10102.088883847448,13125.74127359252,0.0,43004.59237853858,0.0,80816.71107077958,0.0,3023.6523897450716,230184.54041807042,0.0,516337.6962994571,0.0,0.0,0.0,0.0,0.0,0.0,417328.07655531587,10102.08888384745,516337.69629945717,1.0
 ,150,72920.78485329179,147664.58932791595,13125.741273592528,13125.74127359252,0.0,55876.280601683386,0.0,105005.93018874023,0.0,0.0,230184.54041807042,0.0,524972.7270054182,0.0,0.0,0.0,0.0,0.0,140034.24491296193,277293.8316423539,13125.741273592528,665006.9719183801,1.0
 ,151,72920.78485329179,97239.85522197337,8643.542686397634,13125.74127359252,0.0,36795.56121599473,0.0,69148.34149118107,0.0,4482.198587194887,225702.34183087558,0.0,448000.24899206625,0.0,0.0,0.0,0.0,0.0,0.0,277293.8316423539,8643.542686397634,448000.24899206625,1.0
 ,152,72920.78485329179,64823.864155688956,5762.121258283463,13125.74127359252,0.0,24529.3501965127,0.0,46096.970066267706,0.0,7363.620015309058,218338.72181556653,0.0,312996.6506429545,0.0,0.0,0.0,0.0,0.0,0.0,277293.8316423539,5762.121258283464,312996.6506429545,1.0
 ,153,72920.78485329179,35595.96574585477,3164.08584407598,13125.74127359252,0.0,13469.513438231445,0.0,25312.68675260784,0.0,9961.65542951654,208377.06638605,0.0,191270.57262666454,0.0,0.0,0.0,0.0,0.0,0.0,277293.8316423539,3164.0858440759803,191270.57262666454,1.0
 ,154,72920.78485329179,24560.260396603884,2183.134257475901,13125.74127359252,0.0,9293.60253407491,0.0,17465.074059807208,0.0,10942.60701611662,197434.45936993338,0.0,145309.92532074274,0.0,0.0,0.0,0.0,0.0,0.0,277293.8316423539,2183.1342574759014,145309.92532074274,1.0
 ,155,72920.78485329179,35127.78430679565,3122.469716159613,13125.74127359252,0.0,13292.353581691472,0.0,24979.757729276906,0.0,10003.271557432907,187431.18781250046,0.0,189320.72698338304,0.0,0.0,0.0,0.0,0.0,0.0,277293.8316423539,3122.469716159613,189320.726983383,1.0
 ,156,72920.78485329179,42395.74378933259,3768.510559051786,13125.74127359252,0.0,16042.549449883452,0.0,30148.084472414288,0.0,9357.230714540736,178073.95709795973,0.0,219589.75935051538,0.0,0.0,0.0,0.0,0.0,0.0,277293.8316423539,3768.510559051787,219589.75935051538,1.0
 ,157,72920.78485329179,124018.803136978,11023.893612175822,13125.74127359252,0.0,46928.71510703247,0.0,88191.14889740657,0.0,2101.8476614166993,175972.10943654305,0.0,296097.98840118124,0.0,0.0,0.0,0.0,0.0,277293.8316423539,0.0,11023.893612175823,573391.8200435352,1.0
 ,158,72920.78485329179,96905.43990835968,8613.816880743083,13125.74127359252,0.0,36669.0184613233,0.0,68910.53504594466,0.0,4511.924392849436,171460.1850436936,0.0,446607.502104008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8613.816880743087,446607.50210400805,1.0
 ,159,65349.913895299964,132333.5756379824,11762.984501153991,11762.984501153995,0.0,50075.02502141253,0.0,94103.87600923193,0.0,0.0,171460.1850436936,0.0,589689.0324038576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11762.984501153993,589689.0324038576,1.0
 ,160,72920.78485329179,181649.1389941552,16146.590132813795,13125.74127359252,0.0,68736.03419538832,0.0,129172.72106251036,3020.8488592212757,0.0,174481.03390291487,0.0,810114.4398872079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16146.590132813795,810114.4398872079,1.0
 ,161,72920.78485329179,181960.30940295613,16174.249724707211,13125.74127359252,0.0,68853.7810780786,0.0,129393.99779765769,3048.5084511146906,0.0,177529.54235402957,0.0,849668.4515080618,0.0,0.0,0.0,38161.26473279577,0.0,0.0,0.0,16174.249724707211,811507.1867752661,1.0
